ID,URL,Title,Difficulty,Acceptance %,Frequency %
1603,https://leetcode.com/problems/design-parking-system,Design Parking System,Easy,87.10%,25.00%
1653,https://leetcode.com/problems/minimum-deletions-to-make-string-balanced,Minimum Deletions to Make String Balanced,Medium,68.20%,25.00%
1838,https://leetcode.com/problems/frequency-of-the-most-frequent-element,Frequency of the Most Frequent Element,Medium,44.60%,25.00%
1922,https://leetcode.com/problems/count-good-numbers,Count Good Numbers,Medium,57.40%,25.00%
1934,https://leetcode.com/problems/confirmation-rate,Confirmation Rate,Medium,61.60%,25.00%
1970,https://leetcode.com/problems/last-day-where-you-can-still-cross,Last Day Where You Can Still Cross,Hard,68.60%,25.00%
1971,https://leetcode.com/problems/find-if-path-exists-in-graph,Find if Path Exists in Graph,Easy,54.70%,25.00%
1976,https://leetcode.com/problems/number-of-ways-to-arrive-at-destination,Number of Ways to Arrive at Destination,Medium,37.30%,25.00%
2035,https://leetcode.com/problems/partition-array-into-two-arrays-to-minimize-sum-difference,Partition Array Into Two Arrays to Minimize Sum Difference,Hard,23.00%,25.00%
2054,https://leetcode.com/problems/two-best-non-overlapping-events,Two Best Non-Overlapping Events,Medium,64.00%,25.00%
2110,https://leetcode.com/problems/number-of-smooth-descent-periods-of-a-stock,Number of Smooth Descent Periods of a Stock,Medium,67.70%,25.00%
2141,https://leetcode.com/problems/maximum-running-time-of-n-computers,Maximum Running Time of N Computers,Hard,56.40%,25.00%
2149,https://leetcode.com/problems/rearrange-array-elements-by-sign,Rearrange Array Elements by Sign,Medium,84.50%,25.00%
2337,https://leetcode.com/problems/move-pieces-to-obtain-a-string,Move Pieces to Obtain a String,Medium,56.70%,25.00%
2396,https://leetcode.com/problems/strictly-palindromic-number,Strictly Palindromic Number,Medium,90.20%,25.00%
2534,https://leetcode.com/problems/time-taken-to-cross-the-door,Time Taken to Cross the Door,Hard,50.10%,25.00%
2619,https://leetcode.com/problems/array-prototype-last,Array Prototype Last,Easy,74.60%,25.00%
2620,https://leetcode.com/problems/counter,Counter,Easy,82.40%,25.00%
2872,https://leetcode.com/problems/maximum-number-of-k-divisible-components,Maximum Number of K-Divisible Components,Hard,74.10%,25.00%
2965,https://leetcode.com/problems/find-missing-and-repeated-values,Find Missing and Repeated Values,Easy,83.30%,25.00%
2975,https://leetcode.com/problems/maximum-square-area-by-removing-fences-from-a-field,Maximum Square Area by Removing Fences From a Field,Medium,49.40%,25.00%
2976,https://leetcode.com/problems/minimum-cost-to-convert-string-i,Minimum Cost to Convert String I,Medium,63.30%,25.00%
3047,https://leetcode.com/problems/find-the-largest-area-of-square-inside-two-rectangles,Find the Largest Area of Square Inside Two Rectangles,Medium,66.80%,25.00%
3074,https://leetcode.com/problems/apple-redistribution-into-boxes,Apple Redistribution into Boxes,Easy,78.40%,25.00%
3507,https://leetcode.com/problems/minimum-pair-removal-to-sort-array-i,Minimum Pair Removal to Sort Array I,Easy,65.30%,25.00%
3512,https://leetcode.com/problems/minimum-operations-to-make-array-sum-divisible-by-k,Minimum Operations to Make Array Sum Divisible by K,Easy,92.40%,25.00%
3562,https://leetcode.com/problems/maximum-profit-from-trading-stocks-with-discounts,Maximum Profit from Trading Stocks with Discounts,Hard,56.80%,25.00%
3583,https://leetcode.com/problems/count-special-triplets,Count Special Triplets,Medium,47.10%,25.00%
3625,https://leetcode.com/problems/count-number-of-trapezoids-ii,Count Number of Trapezoids II,Hard,40.00%,25.00%
3634,https://leetcode.com/problems/minimum-removals-to-balance-array,Minimum Removals to Balance Array,Medium,47.90%,25.00%
3640,https://leetcode.com/problems/trionic-array-ii,Trionic Array II,Hard,47.30%,25.00%
3651,https://leetcode.com/problems/minimum-cost-path-with-teleportations,Minimum Cost Path with Teleportations,Hard,45.80%,25.00%
3714,https://leetcode.com/problems/longest-balanced-substring-ii,Longest Balanced Substring II,Medium,42.10%,25.00%
3738,https://leetcode.com/problems/longest-non-decreasing-subarray-after-replacing-at-most-one-element,Longest Non-Decreasing Subarray After Replacing at Most One Element,Medium,21.40%,25.00%
3756,https://leetcode.com/problems/concatenate-non-zero-digits-and-multiply-by-sum-ii,Concatenate Non-Zero Digits and Multiply by Sum II,Medium,24.00%,25.00%
3815,https://leetcode.com/problems/design-auction-system,Design Auction System,Medium,41.80%,25.00%
29,https://leetcode.com/problems/divide-two-integers,Divide Two Integers,Medium,19.40%,12.50%
38,https://leetcode.com/problems/count-and-say,Count and Say,Medium,62.30%,12.50%
43,https://leetcode.com/problems/multiply-strings,Multiply Strings,Medium,43.50%,12.50%
47,https://leetcode.com/problems/permutations-ii,Permutations II,Medium,62.90%,12.50%
68,https://leetcode.com/problems/text-justification,Text Justification,Hard,50.40%,12.50%
79,https://leetcode.com/problems/word-search,Word Search,Medium,46.80%,12.50%
95,https://leetcode.com/problems/unique-binary-search-trees-ii,Unique Binary Search Trees II,Medium,61.90%,12.50%
102,https://leetcode.com/problems/binary-tree-level-order-traversal,Binary Tree Level Order Traversal,Medium,72.20%,12.50%
108,https://leetcode.com/problems/convert-sorted-array-to-binary-search-tree,Convert Sorted Array to Binary Search Tree,Easy,75.20%,12.50%
113,https://leetcode.com/problems/path-sum-ii,Path Sum II,Medium,61.70%,12.50%
115,https://leetcode.com/problems/distinct-subsequences,Distinct Subsequences,Hard,51.50%,12.50%
116,https://leetcode.com/problems/populating-next-right-pointers-in-each-node,Populating Next Right Pointers in Each Node,Medium,66.80%,12.50%
119,https://leetcode.com/problems/pascals-triangle-ii,Pascal's Triangle II,Easy,67.10%,12.50%
123,https://leetcode.com/problems/best-time-to-buy-and-sell-stock-iii,Best Time to Buy and Sell Stock III,Hard,53.10%,12.50%
126,https://leetcode.com/problems/word-ladder-ii,Word Ladder II,Hard,27.50%,12.50%
138,https://leetcode.com/problems/copy-list-with-random-pointer,Copy List with Random Pointer,Medium,62.40%,12.50%
140,https://leetcode.com/problems/word-break-ii,Word Break II,Hard,55.10%,12.50%
151,https://leetcode.com/problems/reverse-words-in-a-string,Reverse Words in a String,Medium,55.50%,12.50%
176,https://leetcode.com/problems/second-highest-salary,Second Highest Salary,Medium,46.30%,12.50%
190,https://leetcode.com/problems/reverse-bits,Reverse Bits,Easy,67.70%,12.50%
213,https://leetcode.com/problems/house-robber-ii,House Robber II,Medium,44.60%,12.50%
214,https://leetcode.com/problems/shortest-palindrome,Shortest Palindrome,Hard,41.80%,12.50%
216,https://leetcode.com/problems/combination-sum-iii,Combination Sum III,Medium,72.90%,12.50%
218,https://leetcode.com/problems/the-skyline-problem,The Skyline Problem,Hard,45.00%,12.50%
220,https://leetcode.com/problems/contains-duplicate-iii,Contains Duplicate III,Hard,24.40%,12.50%
223,https://leetcode.com/problems/rectangle-area,Rectangle Area,Medium,48.90%,12.50%
228,https://leetcode.com/problems/summary-ranges,Summary Ranges,Easy,53.90%,12.50%
230,https://leetcode.com/problems/kth-smallest-element-in-a-bst,Kth Smallest Element in a BST,Medium,76.50%,12.50%
232,https://leetcode.com/problems/implement-queue-using-stacks,Implement Queue using Stacks,Easy,69.30%,12.50%
233,https://leetcode.com/problems/number-of-digit-one,Number of Digit One,Hard,37.70%,12.50%
237,https://leetcode.com/problems/delete-node-in-a-linked-list,Delete Node in a Linked List,Medium,83.60%,12.50%
258,https://leetcode.com/problems/add-digits,Add Digits,Easy,68.60%,12.50%
262,https://leetcode.com/problems/trips-and-users,Trips and Users,Hard,37.70%,12.50%
271,https://leetcode.com/problems/encode-and-decode-strings,Encode and Decode Strings,Medium,51.20%,12.50%
282,https://leetcode.com/problems/expression-add-operators,Expression Add Operators,Hard,42.80%,12.50%
292,https://leetcode.com/problems/nim-game,Nim Game,Easy,59.20%,12.50%
297,https://leetcode.com/problems/serialize-and-deserialize-binary-tree,Serialize and Deserialize Binary Tree,Hard,60.30%,12.50%
392,https://leetcode.com/problems/is-subsequence,Is Subsequence,Easy,48.80%,12.50%
395,https://leetcode.com/problems/longest-substring-with-at-least-k-repeating-characters,Longest Substring with At Least K Repeating Characters,Medium,46.00%,12.50%
401,https://leetcode.com/problems/binary-watch,Binary Watch,Easy,65.10%,12.50%
409,https://leetcode.com/problems/longest-palindrome,Longest Palindrome,Easy,55.80%,12.50%
413,https://leetcode.com/problems/arithmetic-slices,Arithmetic Slices,Medium,64.80%,12.50%
415,https://leetcode.com/problems/add-strings,Add Strings,Easy,52.10%,12.50%
435,https://leetcode.com/problems/non-overlapping-intervals,Non-overlapping Intervals,Medium,56.70%,12.50%
465,https://leetcode.com/problems/optimal-account-balancing,Optimal Account Balancing,Hard,50.30%,12.50%
480,https://leetcode.com/problems/sliding-window-median,Sliding Window Median,Hard,38.90%,12.50%
496,https://leetcode.com/problems/next-greater-element-i,Next Greater Element I,Easy,75.70%,12.50%
498,https://leetcode.com/problems/diagonal-traverse,Diagonal Traverse,Medium,67.00%,12.50%
520,https://leetcode.com/problems/detect-capital,Detect Capital,Easy,56.50%,12.50%
543,https://leetcode.com/problems/diameter-of-binary-tree,Diameter of Binary Tree,Easy,65.00%,12.50%
572,https://leetcode.com/problems/subtree-of-another-tree,Subtree of Another Tree,Easy,51.20%,12.50%
577,https://leetcode.com/problems/employee-bonus,Employee Bonus,Easy,77.10%,12.50%
585,https://leetcode.com/problems/investments-in-2016,Investments in 2016,Medium,50.80%,12.50%
586,https://leetcode.com/problems/customer-placing-the-largest-number-of-orders,Customer Placing the Largest Number of Orders,Easy,64.30%,12.50%
601,https://leetcode.com/problems/human-traffic-of-stadium,Human Traffic of Stadium,Hard,50.80%,12.50%
620,https://leetcode.com/problems/not-boring-movies,Not Boring Movies,Easy,75.10%,12.50%
622,https://leetcode.com/problems/design-circular-queue,Design Circular Queue,Medium,54.00%,12.50%
653,https://leetcode.com/problems/two-sum-iv-input-is-a-bst,Two Sum IV - Input is a BST,Easy,63.00%,12.50%
669,https://leetcode.com/problems/trim-a-binary-search-tree,Trim a Binary Search Tree,Medium,66.60%,12.50%
692,https://leetcode.com/problems/top-k-frequent-words,Top K Frequent Words,Medium,60.00%,12.50%
695,https://leetcode.com/problems/max-area-of-island,Max Area of Island,Medium,73.80%,12.50%
696,https://leetcode.com/problems/count-binary-substrings,Count Binary Substrings,Easy,70.20%,12.50%
698,https://leetcode.com/problems/partition-to-k-equal-sum-subsets,Partition to K Equal Sum Subsets,Medium,38.40%,12.50%
735,https://leetcode.com/problems/asteroid-collision,Asteroid Collision,Medium,47.10%,12.50%
766,https://leetcode.com/problems/toeplitz-matrix,Toeplitz Matrix,Easy,69.60%,12.50%
767,https://leetcode.com/problems/reorganize-string,Reorganize String,Medium,56.80%,12.50%
777,https://leetcode.com/problems/swap-adjacent-in-lr-string,Swap Adjacent in LR String,Medium,37.90%,12.50%
787,https://leetcode.com/problems/cheapest-flights-within-k-stops,Cheapest Flights Within K Stops,Medium,41.40%,12.50%
796,https://leetcode.com/problems/rotate-string,Rotate String,Easy,65.10%,12.50%
802,https://leetcode.com/problems/find-eventual-safe-states,Find Eventual Safe States,Medium,70.30%,12.50%
807,https://leetcode.com/problems/max-increase-to-keep-city-skyline,Max Increase to Keep City Skyline,Medium,86.40%,12.50%
815,https://leetcode.com/problems/bus-routes,Bus Routes,Hard,47.10%,12.50%
827,https://leetcode.com/problems/making-a-large-island,Making A Large Island,Hard,56.30%,12.50%
852,https://leetcode.com/problems/peak-index-in-a-mountain-array,Peak Index in a Mountain Array,Medium,66.90%,12.50%
865,https://leetcode.com/problems/smallest-subtree-with-all-the-deepest-nodes,Smallest Subtree with all the Deepest Nodes,Medium,77.50%,12.50%
871,https://leetcode.com/problems/minimum-number-of-refueling-stops,Minimum Number of Refueling Stops,Hard,41.10%,12.50%
896,https://leetcode.com/problems/monotonic-array,Monotonic Array,Easy,62.20%,12.50%
900,https://leetcode.com/problems/rle-iterator,RLE Iterator,Medium,59.20%,12.50%
901,https://leetcode.com/problems/online-stock-span,Online Stock Span,Medium,68.70%,12.50%
905,https://leetcode.com/problems/sort-array-by-parity,Sort Array By Parity,Easy,76.50%,12.50%
907,https://leetcode.com/problems/sum-of-subarray-minimums,Sum of Subarray Minimums,Medium,38.30%,12.50%
909,https://leetcode.com/problems/snakes-and-ladders,Snakes and Ladders,Medium,48.00%,12.50%
914,https://leetcode.com/problems/x-of-a-kind-in-a-deck-of-cards,X of a Kind in a Deck of Cards,Easy,30.10%,12.50%
922,https://leetcode.com/problems/sort-array-by-parity-ii,Sort Array By Parity II,Easy,71.20%,12.50%
930,https://leetcode.com/problems/binary-subarrays-with-sum,Binary Subarrays With Sum,Medium,68.20%,12.50%
947,https://leetcode.com/problems/most-stones-removed-with-same-row-or-column,Most Stones Removed with Same Row or Column,Medium,62.70%,12.50%
974,https://leetcode.com/problems/subarray-sums-divisible-by-k,Subarray Sums Divisible by K,Medium,56.00%,12.50%
978,https://leetcode.com/problems/longest-turbulent-subarray,Longest Turbulent Subarray,Medium,48.90%,12.50%
980,https://leetcode.com/problems/unique-paths-iii,Unique Paths III,Hard,82.70%,12.50%
1008,https://leetcode.com/problems/construct-binary-search-tree-from-preorder-traversal,Construct Binary Search Tree from Preorder Traversal,Medium,84.10%,12.50%
1011,https://leetcode.com/problems/capacity-to-ship-packages-within-d-days,Capacity To Ship Packages Within D Days,Medium,73.50%,12.50%
1027,https://leetcode.com/problems/longest-arithmetic-subsequence,Longest Arithmetic Subsequence,Medium,49.90%,12.50%
1034,https://leetcode.com/problems/coloring-a-border,Coloring A Border,Medium,51.10%,12.50%
1047,https://leetcode.com/problems/remove-all-adjacent-duplicates-in-string,Remove All Adjacent Duplicates In String,Easy,72.80%,12.50%
1068,https://leetcode.com/problems/product-sales-analysis-i,Product Sales Analysis I,Easy,85.60%,12.50%
1095,https://leetcode.com/problems/find-in-mountain-array,Find in Mountain Array,Hard,41.10%,12.50%
1128,https://leetcode.com/problems/number-of-equivalent-domino-pairs,Number of Equivalent Domino Pairs,Easy,60.60%,12.50%
1164,https://leetcode.com/problems/product-price-at-a-given-date,Product Price at a Given Date,Medium,57.70%,12.50%
1193,https://leetcode.com/problems/monthly-transactions-i,Monthly Transactions I,Medium,58.90%,12.50%
1207,https://leetcode.com/problems/unique-number-of-occurrences,Unique Number of Occurrences,Easy,78.60%,12.50%
1251,https://leetcode.com/problems/average-selling-price,Average Selling Price,Easy,37.10%,12.50%
1277,https://leetcode.com/problems/count-square-submatrices-with-all-ones,Count Square Submatrices with All Ones,Medium,80.70%,12.50%
1296,https://leetcode.com/problems/divide-array-in-sets-of-k-consecutive-numbers,Divide Array in Sets of K Consecutive Numbers,Medium,59.10%,12.50%
1349,https://leetcode.com/problems/maximum-students-taking-exam,Maximum Students Taking Exam,Hard,53.40%,12.50%
1358,https://leetcode.com/problems/number-of-substrings-containing-all-three-characters,Number of Substrings Containing All Three Characters,Medium,73.50%,12.50%
1373,https://leetcode.com/problems/maximum-sum-bst-in-binary-tree,Maximum Sum BST in Binary Tree,Hard,46.40%,12.50%
1378,https://leetcode.com/problems/replace-employee-id-with-the-unique-identifier,Replace Employee ID With The Unique Identifier,Easy,83.50%,12.50%
1381,https://leetcode.com/problems/design-a-stack-with-increment-operation,Design a Stack With Increment Operation,Medium,79.90%,12.50%
1390,https://leetcode.com/problems/four-divisors,Four Divisors,Medium,56.60%,12.50%
1483,https://leetcode.com/problems/kth-ancestor-of-a-tree-node,Kth Ancestor of a Tree Node,Hard,37.10%,12.50%
1523,https://leetcode.com/problems/count-odd-numbers-in-an-interval-range,Count Odd Numbers in an Interval Range,Easy,54.40%,12.50%
1528,https://leetcode.com/problems/shuffle-string,Shuffle String,Easy,85.30%,12.50%
1631,https://leetcode.com/problems/path-with-minimum-effort,Path With Minimum Effort,Medium,62.80%,12.50%
1657,https://leetcode.com/problems/determine-if-two-strings-are-close,Determine if Two Strings Are Close,Medium,54.20%,12.50%
1661,https://leetcode.com/problems/average-time-of-process-per-machine,Average Time of Process per Machine,Easy,66.90%,12.50%
1683,https://leetcode.com/problems/invalid-tweets,Invalid Tweets,Easy,85.20%,12.50%
1801,https://leetcode.com/problems/number-of-orders-in-the-backlog,Number of Orders in the Backlog,Medium,53.60%,12.50%
1859,https://leetcode.com/problems/sorting-the-sentence,Sorting the Sentence,Easy,84.10%,12.50%
1895,https://leetcode.com/problems/largest-magic-square,Largest Magic Square,Medium,75.30%,12.50%
1949,https://leetcode.com/problems/strong-friendship,Strong Friendship,Medium,54.40%,12.50%
1984,https://leetcode.com/problems/minimum-difference-between-highest-and-lowest-of-k-scores,Minimum Difference Between Highest and Lowest of K Scores,Easy,66.20%,12.50%
2073,https://leetcode.com/problems/time-needed-to-buy-tickets,Time Needed to Buy Tickets,Easy,72.10%,12.50%
2092,https://leetcode.com/problems/find-all-people-with-secret,Find All People With Secret,Hard,48.40%,12.50%
2115,https://leetcode.com/problems/find-all-possible-recipes-from-given-supplies,Find All Possible Recipes from Given Supplies,Medium,56.80%,12.50%
2296,https://leetcode.com/problems/design-a-text-editor,Design a Text Editor,Hard,49.90%,12.50%
2402,https://leetcode.com/problems/meeting-rooms-iii,Meeting Rooms III,Hard,51.70%,12.50%
2423,https://leetcode.com/problems/remove-letter-to-equalize-frequency,Remove Letter To Equalize Frequency,Easy,19.20%,12.50%
2483,https://leetcode.com/problems/minimum-penalty-for-a-shop,Minimum Penalty for a Shop,Medium,71.20%,12.50%
2535,https://leetcode.com/problems/difference-between-element-sum-and-digit-sum-of-an-array,Difference Between Element Sum and Digit Sum of an Array,Easy,85.30%,12.50%
2654,https://leetcode.com/problems/minimum-number-of-operations-to-make-all-array-elements-equal-to-1,Minimum Number of Operations to Make All Array Elements Equal to 1,Medium,54.60%,12.50%
2704,https://leetcode.com/problems/to-be-or-not-to-be,To Be Or Not To Be,Easy,63.30%,12.50%
2812,https://leetcode.com/problems/find-the-safest-path-in-a-grid,Find the Safest Path in a Grid,Medium,48.60%,12.50%
2943,https://leetcode.com/problems/maximize-area-of-square-hole-in-grid,Maximize Area of Square Hole in Grid,Medium,61.90%,12.50%
2974,https://leetcode.com/problems/minimum-number-game,Minimum Number Game,Easy,85.30%,12.50%
3021,https://leetcode.com/problems/alice-and-bob-playing-flower-game,Alice and Bob Playing Flower Game,Medium,60.10%,12.50%
3027,https://leetcode.com/problems/find-the-number-of-ways-to-place-people-ii,Find the Number of Ways to Place People II,Hard,64.40%,12.50%
3314,https://leetcode.com/problems/construct-the-minimum-bitwise-array-i,Construct the Minimum Bitwise Array I,Easy,85.30%,12.50%
3379,https://leetcode.com/problems/transformed-array,Transformed Array,Easy,70.40%,12.50%
3380,https://leetcode.com/problems/maximum-area-rectangle-with-point-constraints-i,Maximum Area Rectangle With Point Constraints I,Medium,51.30%,12.50%
3381,https://leetcode.com/problems/maximum-subarray-sum-with-length-divisible-by-k,Maximum Subarray Sum With Length Divisible by K,Medium,49.60%,12.50%
3454,https://leetcode.com/problems/separate-squares-ii,Separate Squares II,Hard,60.00%,12.50%
3531,https://leetcode.com/problems/count-covered-buildings,Count Covered Buildings,Medium,58.80%,12.50%
3573,https://leetcode.com/problems/best-time-to-buy-and-sell-stock-v,Best Time to Buy and Sell Stock V,Medium,60.80%,12.50%
3577,https://leetcode.com/problems/count-the-number-of-computer-unlocking-permutations,Count the Number of Computer Unlocking Permutations,Medium,59.00%,12.50%
3586,https://leetcode.com/problems/find-covid-recovery-patients,Find COVID Recovery Patients,Medium,41.00%,12.50%
3623,https://leetcode.com/problems/count-number-of-trapezoids-i,Count Number of Trapezoids I,Medium,48.00%,12.50%
3713,https://leetcode.com/problems/longest-balanced-substring-i,Longest Balanced Substring I,Medium,69.70%,12.50%
3719,https://leetcode.com/problems/longest-balanced-subarray-i,Longest Balanced Subarray I,Medium,65.60%,12.50%
3731,https://leetcode.com/problems/find-missing-elements,Find Missing Elements,Easy,82.80%,12.50%
3751,https://leetcode.com/problems/total-waviness-of-numbers-in-range-i,Total Waviness of Numbers in Range I,Medium,80.50%,12.50%
3803,https://leetcode.com/problems/count-residue-prefixes,Count Residue Prefixes,Easy,65.30%,12.50%
3821,https://leetcode.com/problems/find-nth-smallest-integer-with-k-one-bits,Find Nth Smallest Integer With K One Bits,Hard,33.90%,12.50%
1431,https://leetcode.com/problems/kids-with-the-greatest-number-of-candies,Kids With the Greatest Number of Candies,Easy,-,-
334,https://leetcode.com/problems/increasing-triplet-subsequence,Increasing Triplet Subsequence,Medium,-,-
1679,https://leetcode.com/problems/max-number-of-k-sum-pairs,Max Number of K-Sum Pairs,Medium,-,-
1456,https://leetcode.com/problems/maximum-number-of-vowels-in-a-substring-of-given-length,Maximum Number of Vowels in a Substring of Given Length,Medium,-,-
1493,https://leetcode.com/problems/longest-subarray-of-1s-after-deleting-one-element,Longest Subarray of 1's After Deleting One Element,Medium,-,-
1732,https://leetcode.com/problems/find-the-highest-altitude,Find the Highest Altitude,Easy,-,-
724,https://leetcode.com/problems/find-pivot-index,Find Pivot Index,Easy,-,-
2215,https://leetcode.com/problems/find-the-difference-of-two-arrays,Find the Difference of Two Arrays,Easy,-,-
2352,https://leetcode.com/problems/equal-row-and-column-pairs,Equal Row and Column Pairs,Medium,-,-
2390,https://leetcode.com/problems/removing-stars-from-a-string,Removing Stars From a String,Medium,-,-
649,https://leetcode.com/problems/dota2-senate,Dota2 Senate,Medium,-,-
2095,https://leetcode.com/problems/delete-the-middle-node-of-a-linked-list,Delete the Middle Node of a Linked List,Medium,-,-
328,https://leetcode.com/problems/odd-even-linked-list,Odd Even Linked List,Medium,-,-
2130,https://leetcode.com/problems/maximum-twin-sum-of-a-linked-list,Maximum Twin Sum of a Linked List,Medium,-,-
104,https://leetcode.com/problems/maximum-depth-of-binary-tree,Maximum Depth of Binary Tree,Easy,-,-
872,https://leetcode.com/problems/leaf-similar-trees,Leaf-Similar Trees,Easy,-,-
1448,https://leetcode.com/problems/count-good-nodes-in-binary-tree,Count Good Nodes in Binary Tree,Medium,-,-
1372,https://leetcode.com/problems/longest-zigzag-path-in-a-binary-tree,Longest ZigZag Path in a Binary Tree,Medium,-,-
199,https://leetcode.com/problems/binary-tree-right-side-view,Binary Tree Right Side View,Medium,-,-
700,https://leetcode.com/problems/search-in-a-binary-search-tree,Search in a Binary Search Tree,Easy,-,-
841,https://leetcode.com/problems/keys-and-rooms,Keys and Rooms,Medium,-,-
547,https://leetcode.com/problems/number-of-provinces,Number of Provinces,Medium,-,-
1466,https://leetcode.com/problems/reorder-routes-to-make-all-paths-lead-to-the-city-zero,Reorder Routes to Make All Paths Lead to the City Zero,Medium,-,-
1926,https://leetcode.com/problems/nearest-exit-from-entrance-in-maze,Nearest Exit from Entrance in Maze,Medium,-,-
2336,https://leetcode.com/problems/smallest-number-in-infinite-set,Smallest Number in Infinite Set,Medium,-,-
2542,https://leetcode.com/problems/maximum-subsequence-score,Maximum Subsequence Score,Medium,-,-
2462,https://leetcode.com/problems/total-cost-to-hire-k-workers,Total Cost to Hire K Workers,Medium,-,-
374,https://leetcode.com/problems/guess-number-higher-or-lower,Guess Number Higher or Lower,Easy,-,-
2300,https://leetcode.com/problems/successful-pairs-of-spells-and-potions,Successful Pairs of Spells and Potions,Medium,-,-
746,https://leetcode.com/problems/min-cost-climbing-stairs,Min Cost Climbing Stairs,Easy,-,-
790,https://leetcode.com/problems/domino-and-tromino-tiling,Domino and Tromino Tiling,Medium,-,-
338,https://leetcode.com/problems/counting-bits,Counting Bits,Easy,-,-
1318,https://leetcode.com/problems/minimum-flips-to-make-a-or-b-equal-to-c,Minimum Number of Flips to Make a OR b Equal to c,Medium,-,-
208,https://leetcode.com/problems/implement-trie-prefix-tree,Implement Trie (Prefix Tree),Medium,-,-
1268,https://leetcode.com/problems/search-suggestions-system,Search Suggestions System,Medium,-,-
452,https://leetcode.com/problems/minimum-number-of-arrows-to-burst-balloons,Minimum Number of Arrows to Burst Balloons,Medium,-,-
739,https://leetcode.com/problems/daily-temperatures,Daily Temperatures,Medium,-,-
252,https://leetcode.com/problems/meeting-rooms,Meeting Rooms,Easy,-,-
2101,https://leetcode.com/problems/detonate-the-maximum-bombs,Detonate the Maximum Bombs,Medium,-,-
1804,https://leetcode.com/problems/implement-trie-ii-prefix-tree,Implement Trie II (Prefix Tree),Medium,-,-
